word,bound,flag,label,radical,pinyin
成,B,n,O,戈,chéng
人,E,n,O,人,rén
NUM,S,m,B-Disease,UNK,UNK
型,S,k,I-Disease,土,xíng
糖,B,n,I-Disease,米,táng
尿,M,n,I-Disease,尸,niào
病,E,n,I-Disease,疒,bìng
胰,B,n,B-Drug,月,yí
岛,M,n,I-Drug,山,dǎo
素,E,n,I-Drug,糸,sù
临,B,vn,O,丨,lín
床,E,vn,O,广,chuáng
应,B,v,O,广,yīng
用,E,v,O,用,yòng
的,S,uj,O,白,dí
中,B,ns,O,丨,zhōng
国,E,ns,O,囗,guó
专,B,n,O,一,zhuān
家,E,n,O,宀,jiā
LB,S,x,O,UNK,UNK
共,B,n,O,八,gòng
识,E,n,O,讠,shí
LB,S,x,O,UNK,UNK
前,S,f,O,刂,qián
SPACE,S,x,O,UNK,UNK
言,S,vg,O,言,yán
LB,S,x,O,UNK,UNK
糖,B,n,B-Disease,米,táng
尿,M,n,I-Disease,尸,niào
病,E,n,I-Disease,疒,bìng
已,S,d,O,己,yǐ
成,B,v,O,戈,chéng
为,E,v,O,丶,wéi
严,B,n,O,一,yán
重,M,n,O,里,zhòng
威,M,n,O,女,wēi
胁,E,n,O,月,xié
国,B,n,O,囗,guó
人,E,n,O,人,rén
健,B,a,O,亻,jiàn
康,E,a,O,广,kāng
的,S,uj,O,白,dí
最,S,a,O,曰,zuì
重,B,a,O,里,zhòng
要,E,a,O,覀,yào
的,S,uj,O,白,dí
慢,B,b,B-Disease,忄,màn
性,E,b,I-Disease,忄,xìng
LB,S,x,I-Disease,UNK,UNK
非,S,h,I-Disease,非,fēi
传,B,n,I-Disease,亻,chuán
染,M,n,I-Disease,木,rǎn
性,E,n,I-Disease,忄,xìng
疾,B,n,I-Disease,疒,jí
病,E,n,I-Disease,疒,bìng
之,B,r,O,丶,zhī
一,E,r,O,一,yī
[,S,x,O,UNK,UNK
NUM,S,x,O,UNK,UNK
’,S,x,O,UNK,UNK
NUM,S,x,O,UNK,UNK
],S,x,O,UNK,UNK
",",S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
但,S,c,O,亻,dàn
糖,B,n,O,米,táng
尿,M,n,O,尸,niào
病,E,n,O,疒,bìng
控,B,v,O,扌,kòng
制,E,v,O,刂,zhì
状,B,n,O,犬,zhuàng
况,E,n,O,冫,kuàng
在,S,p,O,土,zài
我,B,r,O,戈,wǒ
国,E,r,O,囗,guó
并,S,c,O,干,bìng
LB,S,x,O,UNK,UNK
不,B,l,O,一,bù
容,M,l,O,宀,róng
乐,M,l,O,丿,lè
观,E,l,O,见,guān
",",S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
甚,B,d,O,甘,shèn
至,E,d,O,至,zhì
按,S,p,O,扌,àn
纵,B,v,O,纟,zòng
向,E,v,O,口,xiàng
比,B,d,O,比,bǐ
较,E,d,O,车,jiào
",",S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
血,B,n,B-Test,血,xiě
糖,E,n,I-Test,米,táng
控,B,v,O,扌,kòng
制,E,v,O,刂,zhì
情,B,n,O,忄,qíng
况,E,n,O,冫,kuàng
亦,S,d,O,亠,yì
无,S,v,O,一,wú
显,B,a,O,日,xiǎn
著,E,a,O,艹,zhù
改,S,v,O,攵,gǎi
LB,S,x,O,UNK,UNK
善,S,v,O,口,shàn
[,S,x,O,UNK,UNK
NUM,S,x,O,UNK,UNK
",",S,x,O,UNK,UNK
NUM,B,m,O,UNK,UNK
NUM,E,m,O,UNK,UNK
。,S,x,O,UNK,UNK
NUM,B,m,O,UNK,UNK
NUM,M,m,O,UNK,UNK
NUM,E,m,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
NUM,S,m,O,UNK,UNK
年,S,m,O,干,nián
公,B,v,O,八,gōng
布,E,v,O,巾,bù
现,B,n,O,见,xiàn
状,E,n,O,犬,zhuàng
调,B,vn,O,讠,tiáo
查,E,vn,O,木,chá
显,B,v,O,日,xiǎn
示,E,v,O,示,shì
口,B,n,B-Drug,口,kǒu
服,M,n,I-Drug,月,fú
药,E,n,I-Drug,艹,yào
联,B,v,O,耳,lián
合,E,v,O,口,hé
胰,B,n,B-Drug,月,yí
岛,M,n,I-Drug,山,dǎo
素,E,n,I-Drug,糸,sù
LB,S,x,O,UNK,UNK
治,B,v,O,氵,zhì
疗,E,v,O,疒,liáo
的,S,uj,O,白,dí
患,B,n,O,心,huàn
者,E,n,O,耂,zhě
中,S,ns,O,丨,zhōng
NUM,B,m,O,UNK,UNK
NUM,E,m,O,UNK,UNK
%,S,x,O,UNK,UNK
H,B,eng,B-Test,UNK,UNK
B,M,eng,I-Test,UNK,UNK
A,M,eng,I-Test,UNK,UNK
NUM,M,eng,I-Test,UNK,UNK
