word,bound,flag,label,radical,pinyin
基,B,n,O,土,jī
础,E,n,O,石,chǔ
研,B,vn,O,石,yán
究,E,vn,O,穴,jiū
LB,S,x,O,UNK,UNK
基,B,n,O,土,jī
金,M,n,O,金,jīn
项,M,n,O,页,xiàng
目,E,n,O,目,mù
:,S,x,O,UNK,UNK
国,B,nt,O,囗,guó
家,M,nt,O,宀,jiā
自,M,nt,O,自,zì
然,M,nt,O,灬,rán
科,M,nt,O,禾,kē
学,M,nt,O,子,xué
基,M,nt,O,土,jī
金,E,nt,O,金,jīn
项,B,n,O,页,xiàng
目,E,n,O,目,mù
(,S,x,O,UNK,UNK
NUM,B,m,O,UNK,UNK
NUM,M,m,O,UNK,UNK
NUM,M,m,O,UNK,UNK
NUM,M,m,O,UNK,UNK
NUM,M,m,O,UNK,UNK
NUM,M,m,O,UNK,UNK
NUM,M,m,O,UNK,UNK
NUM,E,m,O,UNK,UNK
",",S,x,O,UNK,UNK
NUM,B,m,O,UNK,UNK
NUM,M,m,O,UNK,UNK
NUM,M,m,O,UNK,UNK
NUM,M,m,O,UNK,UNK
NUM,M,m,O,UNK,UNK
NUM,M,m,O,UNK,UNK
NUM,M,m,O,UNK,UNK
NUM,E,m,O,UNK,UNK
),S,x,O,UNK,UNK
;,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
卫,B,an,O,卩,wèi
生,E,an,O,生,shēng
行,S,zg,O,行,háng
LB,S,x,O,UNK,UNK
业,S,n,O,一,yè
科,B,n,O,禾,kē
研,E,n,O,石,yán
专,B,n,O,一,zhuān
项,E,n,O,页,xiàng
项,B,n,O,页,xiàng
目,E,n,O,目,mù
(,S,x,O,UNK,UNK
NUM,B,m,O,UNK,UNK
NUM,M,m,O,UNK,UNK
NUM,M,m,O,UNK,UNK
NUM,M,m,O,UNK,UNK
NUM,M,m,O,UNK,UNK
NUM,M,m,O,UNK,UNK
NUM,M,m,O,UNK,UNK
NUM,M,m,O,UNK,UNK
NUM,E,m,O,UNK,UNK
),S,x,O,UNK,UNK
LB,S,x,O,UNK,UNK
实,B,n,O,宀,shí
验,M,n,O,马,yàn
性,E,n,O,忄,xìng
猕,B,n,O,犭,mí
猴,E,n,O,犭,hóu
SPACE,S,x,O,UNK,UNK
G,B,eng,B-Disease,UNK,UNK
r,M,eng,I-Disease,UNK,UNK
a,M,eng,I-Disease,UNK,UNK
v,M,eng,I-Disease,UNK,UNK
e,M,eng,I-Disease,UNK,UNK
s,E,eng,I-Disease,UNK,UNK
SPACE,S,x,I-Disease,UNK,UNK
病,S,n,I-Disease,疒,bìng
模,B,n,O,木,mó
型,E,n,O,土,xíng
的,S,uj,O,白,dí
制,B,v,O,刂,zhì
备,E,v,O,夂,bèi
LB,S,x,O,UNK,UNK
王,B,nr,O,王,wáng
悦,E,nr,O,忄,yuè
SPACE,S,x,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
伍,B,nr,O,亻,wǔ
丽,M,nr,O,一,lì
萍,E,nr,O,艹,píng
SPACE,S,x,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
施,B,nr,O,方,shī
秉,E,nr,O,禾,bǐng
银,S,ng,O,钅,yín
SPACE,S,x,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
浮,S,v,O,氵,fú
姣,S,z,O,女,jiāo
SPACE,S,x,O,UNK,UNK
SPACE,S,x,O,UNK,UNK
吕,B,nr,O,口,lǚ
宏,M,nr,O,宀,hóng
