word,bound,flag,label,radical,pinyin
通,B,nz,B-SideEff,辶,tōng
讯,E,nz,I-SideEff,讠,xùn
作,B,n,O,亻,zuò
者,E,n,O,耂,zhě
:,S,x,O,UNK,UNK
母,B,nr,O,母,mǔ
义,M,nr,O,丶,yì
明,E,nr,O,日,míng
",",S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
男,S,n,O,田,nán
",",S,x,O,UNK,UNK
主,B,n,O,丶,zhǔ
任,M,n,O,亻,rèn
医,M,n,O,匚,yī
师,E,n,O,巾,shī
",",S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
教,B,n,O,攵,jiào
授,E,n,O,扌,shòu
、,S,x,O,UNK,UNK
博,B,nr,O,十,bó
士,M,nr,O,士,shì
生,E,nr,O,生,shēng
导,S,v,O,寸,dǎo
LB,S,x,O,UNK,UNK
师,S,ng,O,巾,shī
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
现,B,n,O,见,xiàn
任,E,n,O,亻,rèn
解,B,nt,O,角,jiě
放,M,nt,O,攵,fàng
军,M,nt,O,冖,jūn
总,M,nt,O,心,zǒng
医,M,nt,O,匚,yī
院,E,nt,O,阝,yuàn
内,B,n,O,冂,nèi
分,M,n,O,刀,fēn
泌,M,n,O,氵,mì
科,E,n,O,禾,kē
主,B,b,O,丶,zhǔ
任,E,b,O,亻,rèn
、,S,x,O,UNK,UNK
中,B,nz,O,丨,zhōng
华,E,nz,O,十,huá
LB,S,x,O,UNK,UNK
NUM,B,m,O,UNK,UNK
NUM,M,m,O,UNK,UNK
NUM,M,m,O,UNK,UNK
NUM,M,m,O,UNK,UNK
NUM,M,m,O,UNK,UNK
NUM,M,m,O,UNK,UNK
NUM,M,m,O,UNK,UNK
NUM,E,m,O,UNK,UNK
;,S,x,O,UNK,UNK
E,S,x,O,UNK,UNK
-,S,x,O,UNK,UNK
m,B,eng,O,UNK,UNK
a,M,eng,O,UNK,UNK
i,M,eng,O,UNK,UNK
l,E,eng,O,UNK,UNK
:,S,x,O,UNK,UNK
m,B,eng,O,UNK,UNK
u,M,eng,O,UNK,UNK
y,M,eng,O,UNK,UNK
i,M,eng,O,UNK,UNK
m,M,eng,O,UNK,UNK
i,M,eng,O,UNK,UNK
n,M,eng,O,UNK,UNK
g,E,eng,O,UNK,UNK
@,S,x,O,UNK,UNK
