word,bound,flag,label,radical,pinyin
围,B,n,O,囗,wéi
术,E,n,O,木,shù
期,S,n,O,月,qī
血,B,n,B-Test,血,xiě
糖,E,n,I-Test,米,táng
管,B,vn,O,竹,guǎn
理,E,vn,O,王,lǐ
专,B,n,O,一,zhuān
家,E,n,O,宀,jiā
共,B,n,O,八,gòng
识,E,n,O,讠,shí
(,S,x,O,UNK,UNK
快,B,a,O,忄,kuài
捷,E,a,O,扌,jié
版,S,n,O,片,bǎn
),S,x,O,UNK,UNK
LB,S,x,O,UNK,UNK
中,B,nt,O,丨,zhōng
华,M,nt,O,十,huá
医,M,nt,O,匚,yī
学,M,nt,O,子,xué
会,E,nt,O,人,huì
麻,B,nr,O,麻,má
醉,M,nr,O,酉,zuì
学,E,nr,O,子,xué
分,B,n,O,刀,fēn
会,E,n,O,人,huì
LB,S,x,O,UNK,UNK
血,B,n,B-Test,血,xiě
糖,E,n,I-Test,米,táng
异,B,d,B-Level,廾,yì
常,E,d,I-Level,巾,cháng
增,B,v,I-Level,土,zēng
高,E,v,I-Level,高,gāo
是,S,v,O,日,shì
围,B,n,O,囗,wéi
术,M,n,O,木,shù
期,E,n,O,月,qī
的,S,uj,O,白,dí
常,B,l,O,巾,cháng
见,M,l,O,见,jiàn
问,M,l,O,门,wèn
题,E,l,O,页,tí
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
一,B,mq,O,一,yī
方,M,mq,O,方,fāng
面,E,mq,O,面,miàn
",",S,x,O,UNK,UNK
手,B,n,B-Operation,手,shǒu
术,E,n,I-Operation,木,shù
创,B,v,O,刂,chuàng
伤,E,v,O,亻,shāng
LB,S,x,O,UNK,UNK
应,B,v,O,广,yīng
激,E,v,O,氵,jī
诱,B,v,O,讠,yòu
发,E,v,O,又,fā
机,B,n,O,木,jī
体,E,n,O,亻,tǐ
分,B,v,O,刀,fēn
泌,E,v,O,氵,mì
儿,B,n,B-Test,儿,ér
茶,M,n,I-Test,艹,chá
酚,M,n,I-Test,酉,fēn
胺,E,n,I-Test,月,àn
、,S,x,O,UNK,UNK
皮,B,n,B-Test,皮,pí
质,M,n,I-Test,贝,zhì
醇,E,n,I-Test,酉,chún
和,S,c,O,口,hé
炎,B,n,B-Test,火,yán
性,E,n,I-Test,忄,xìng
介,B,n,I-Test,人,jiè
质,E,n,I-Test,贝,zhì
等,S,u,O,竹,děng
胰,B,n,B-Test,月,yí
岛,M,n,I-Test,山,dǎo
素,E,n,I-Test,糸,sù
拮,S,n,I-Test,扌,jié
LB,S,x,I-Test,UNK,UNK
抗,S,v,I-Test,扌,kàng
因,B,n,I-Test,囗,yīn
子,E,n,I-Test,子,zǐ
",",S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
促,B,v,O,亻,cù
使,E,v,O,亻,shǐ
血,B,n,B-Test,血,xiě
糖,E,n,I-Test,米,táng
增,B,v,I-Test,土,zēng
高,E,v,I-Test,高,gāo
[,S,x,O,UNK,UNK
NUM,S,x,O,UNK,UNK
],S,x,O,UNK,UNK
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
另,B,c,O,口,lìng
一,M,c,O,一,yī
方,M,c,O,方,fāng
面,E,c,O,面,miàn
",",S,x,O,UNK,UNK
合,B,v,O,口,hé
并,E,v,O,干,bìng
糖,B,n,B-Disease,米,táng
尿,M,n,I-Disease,尸,niào
病,E,n,I-Disease,疒,bìng
、,S,x,O,UNK,UNK
代,B,v,B-Disease,亻,dài
谢,E,v,I-Disease,讠,xiè
综,B,vn,I-Disease,纟,zōng
合,E,vn,I-Disease,口,hé
LB,S,x,I-Disease,UNK,UNK
征,S,v,I-Disease,彳,zhēng
等,S,u,O,竹,děng
胰,B,n,B-Disease,月,yí
岛,M,n,I-Disease,山,dǎo
素,E,n,I-Disease,糸,sù
抵,B,vn,I-Disease,扌,dǐ
抗,E,vn,I-Disease,扌,kàng
或,S,c,I-Disease,戈,huò
胰,B,n,I-Disease,月,yí
岛,M,n,I-Disease,山,dǎo
素,E,n,I-Disease,糸,sù
分,B,v,I-Disease,刀,fēn
泌,E,v,I-Disease,氵,mì
障,B,n,I-Disease,阝,zhàng
碍,E,n,I-Disease,石,ài
疾,B,n,I-Disease,疒,jí
病,E,n,I-Disease,疒,bìng
的,S,uj,O,白,dí
患,B,n,O,心,huàn
者,E,n,O,耂,zhě
更,S,d,O,曰,gēng
容,B,a,O,宀,róng
易,E,a,O,日,yì
发,B,v,O,又,fā
生,E,v,O,生,shēng
LB,S,x,O,UNK,UNK
围,B,n,B-Disease,囗,wéi
术,E,n,I-Disease,木,shù
期,S,n,I-Disease,月,qī
高,B,n,I-Disease,高,gāo
血,M,n,I-Disease,血,xiě
糖,E,n,I-Disease,米,táng
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
另,B,c,O,口,lìng
外,E,c,O,夕,wài
",",S,x,O,UNK,UNK
围,B,n,O,囗,wéi
术,E,n,O,木,shù
期,S,n,O,月,qī
经,B,d,O,纟,jīng
常,E,d,O,巾,cháng
使,B,v,O,亻,shǐ
用,E,v,O,用,yòng
的,S,uj,O,白,dí
激,B,n,B-Drug,氵,jī
素,E,n,I-Drug,糸,sù
、,S,x,O,UNK,UNK
含,B,n,B-Drug,口,hán
糖,E,n,I-Drug,米,táng
营,B,n,I-Drug,艹,yíng
养,M,n,I-Drug,丷,yǎng
液,E,n,I-Drug,氵,yè
LB,S,x,O,UNK,UNK
等,S,u,O,竹,děng
进,B,d,O,辶,jìn
一,M,d,O,一,yī
步,E,d,O,止,bù
增,B,v,B-Level,土,zēng
加,E,v,I-Level,力,jiā
