word,bound,flag,label,radical,pinyin
中,B,ns,O,丨,zhōng
国,E,ns,O,囗,guó
成,B,n,O,戈,chéng
人,E,n,O,人,rén
2,S,m,B-Disease,UNK,UNK
型,S,k,I-Disease,土,xíng
糖,B,n,I-Disease,米,táng
尿,M,n,I-Disease,尸,niào
病,E,n,I-Disease,疒,bìng
H,B,eng,B-Test,UNK,UNK
B,M,eng,I-Test,UNK,UNK
A,M,eng,I-Test,UNK,UNK
1,M,eng,I-Test,UNK,UNK
C,E,eng,I-Test,UNK,UNK
 ,S,x,O,UNK,UNK
 ,S,x,O,UNK,UNK
c,S,x,O,UNK,UNK
控,B,n,O,扌,kòng
制,M,n,O,刂,zhì
目,M,n,O,目,mù
标,E,n,O,木,biāo
的,S,uj,O,白,dí
专,B,n,O,一,zhuān
家,E,n,O,宀,jiā
共,B,n,O,八,gòng
识,E,n,O,讠,shí
"
",S,x,O,UNK,UNK
目,B,t,O,目,mù
前,E,t,O,刂,qián
",",S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
2,S,m,B-Disease,UNK,UNK
型,S,k,I-Disease,土,xíng
糖,B,n,I-Disease,米,táng
尿,M,n,I-Disease,尸,niào
病,E,n,I-Disease,疒,bìng
及,B,c,O,又,jí
其,E,c,O,八,qí
并,B,l,O,干,bìng
发,M,l,O,又,fā
症,E,l,O,疒,zhèng
已,B,d,O,己,yǐ
经,E,d,O,纟,jīng
成,B,v,O,戈,chéng
为,E,v,O,丶,wéi
危,B,n,O,㔾,wēi
害,E,n,O,宀,hài
公,B,n,O,八,gōng
众,E,n,O,人,zhòng
"
",S,x,O,UNK,UNK
健,B,a,O,亻,jiàn
康,E,a,O,广,kāng
的,S,uj,O,白,dí
主,B,b,O,丶,zhǔ
要,E,b,O,覀,yào
疾,B,n,O,疒,jí
病,E,n,O,疒,bìng
之,B,r,O,丶,zhī
一,E,r,O,一,yī
",",S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
控,B,v,O,扌,kòng
制,E,v,O,刂,zhì
血,B,n,B-Test,血,xiě
糖,E,n,I-Test,米,táng
是,S,v,O,日,shì
延,B,v,O,廴,yán
缓,E,v,O,纟,huǎn
糖,B,n,B-Disease,米,táng
尿,M,n,I-Disease,尸,niào
病,E,n,I-Disease,疒,bìng
进,B,vn,O,辶,jìn
展,E,vn,O,尸,zhǎn
及,S,c,O,又,jí
"
",S,x,O,UNK,UNK
其,S,r,O,八,qí
并,B,l,O,干,bìng
发,M,l,O,又,fā
症,E,l,O,疒,zhèng
发,B,v,O,又,fā
生,E,v,O,生,shēng
的,S,uj,O,白,dí
重,B,a,O,里,zhòng
要,E,a,O,覀,yào
措,B,n,O,扌,cuò
施,E,n,O,方,shī
之,B,r,O,丶,zhī
一,E,r,O,一,yī
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
虽,B,c,O,虫,suī
然,E,c,O,灬,rán
H,B,eng,B-Test,UNK,UNK
B,M,eng,I-Test,UNK,UNK
A,M,eng,I-Test,UNK,UNK
1,M,eng,I-Test,UNK,UNK
C,E,eng,I-Test,UNK,UNK
 ,S,x,O,UNK,UNK
 ,S,x,O,UNK,UNK
。,S,x,O,UNK,UNK
是,S,v,O,日,shì
评,B,n,O,讠,píng
价,E,n,O,亻,jià
血,S,n,B-Test,血,xiě
"
",S,x,I-Test,UNK,UNK
糖,S,zg,I-Test,米,táng
控,B,v,O,扌,kòng
制,E,v,O,刂,zhì
水,B,n,O,水,shuǐ
平,E,n,O,干,píng
的,S,uj,O,白,dí
公,B,v,O,八,gōng
认,E,v,O,讠,rèn
指,B,n,O,扌,zhǐ
标,E,n,O,木,biāo
",",S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
但,S,c,O,亻,dàn
应,B,v,O,广,yīng
该,E,v,O,讠,gāi
控,B,v,O,扌,kòng
制,E,v,O,刂,zhì
的,S,uj,O,白,dí
理,B,n,O,王,lǐ
想,E,n,O,心,xiǎng
水,B,n,O,水,shuǐ
平,E,n,O,干,píng
即,S,v,O,卩,jí
目,S,t,O,目,mù
"
",S,x,O,UNK,UNK
标,B,n,O,木,biāo
值,E,n,O,亻,zhí
究,B,d,O,穴,jiū
竟,E,d,O,立,jìng
是,S,v,O,日,shì
多,B,m,O,夕,duō
少,E,m,O,小,shǎo
还,S,d,O,辶,huán
存,B,v,O,子,cún
在,E,v,O,土,zài
争,B,n,O,刀,zhēng
议,E,n,O,讠,yì
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
糖,B,n,B-Disease,米,táng
尿,M,n,I-Disease,尸,niào
病,E,n,I-Disease,疒,bìng
控,B,v,O,扌,kòng
制,E,v,O,刂,zhì
与,S,p,O,一,yǔ
并,B,l,O,干,bìng
发,M,l,O,又,fā
症,E,l,O,疒,zhèng
试,S,v,O,讠,shì
"
",S,x,O,UNK,UNK
验,S,v,O,马,yàn
(,S,x,O,UNK,UNK
D,B,eng,O,UNK,UNK
C,M,eng,O,UNK,UNK
C,M,eng,O,UNK,UNK
T,E,eng,O,UNK,UNK
",",S,x,O,UNK,UNK
1,B,m,O,UNK,UNK
9,M,m,O,UNK,UNK
9,M,m,O,UNK,UNK
3,E,m,O,UNK,UNK
),S,x,O,UNK,UNK
、,S,x,O,UNK,UNK
熊,B,n,O,灬,xióng
本,E,n,O,木,běn
(,S,x,O,UNK,UNK
K,B,eng,O,UNK,UNK
u,M,eng,O,UNK,UNK
m,M,eng,O,UNK,UNK
a,M,eng,O,UNK,UNK
m,M,eng,O,UNK,UNK
o,M,eng,O,UNK,UNK
t,M,eng,O,UNK,UNK
o,E,eng,O,UNK,UNK
",",S,x,O,UNK,UNK
1,B,m,O,UNK,UNK
9,M,m,O,UNK,UNK
9,M,m,O,UNK,UNK
5,E,m,O,UNK,UNK
),S,x,O,UNK,UNK
、,S,x,O,UNK,UNK
英,B,ns,O,艹,yīng
国,E,ns,O,囗,guó
前,B,n,O,刂,qián
瞻,M,n,O,目,zhān
性,E,n,O,忄,xìng
"
",S,x,O,UNK,UNK
糖,B,n,O,米,táng
尿,M,n,O,尸,niào
病,E,n,O,疒,bìng
研,B,vn,O,石,yán
究,E,vn,O,穴,jiū
(,S,x,O,UNK,UNK
U,B,eng,O,UNK,UNK
K,M,eng,O,UNK,UNK
P,M,eng,O,UNK,UNK
D,M,eng,O,UNK,UNK
S,E,eng,O,UNK,UNK
",",S,x,O,UNK,UNK
1,B,m,O,UNK,UNK
9,M,m,O,UNK,UNK
9,M,m,O,UNK,UNK
8,E,m,O,UNK,UNK
),S,x,O,UNK,UNK
等,S,u,O,竹,děng
高,B,n,O,高,gāo
质,M,n,O,贝,zhì
量,E,n,O,里,liáng
临,B,vn,O,丨,lín
床,E,vn,O,广,chuáng
研,B,vn,O,石,yán
究,E,vn,O,穴,jiū
已,B,d,O,己,yǐ
经,E,d,O,纟,jīng
证,S,n,O,讠,zhèng
"
",S,x,O,UNK,UNK
实,S,n,O,宀,shí
",",S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
对,S,p,O,寸,duì
新,S,a,O,斤,xīn
诊,B,v,O,讠,zhěn
断,E,v,O,斤,duàn
的,S,uj,O,白,dí
糖,B,n,B-Disease,米,táng
尿,M,n,I-Disease,尸,niào
病,E,n,I-Disease,疒,bìng
患,B,n,O,心,huàn
者,E,n,O,耂,zhě
或,S,c,O,戈,huò
病,B,n,O,疒,bìng
情,E,n,O,忄,qíng
较,B,a,O,车,jiào
轻,E,a,O,车,qīng
的,S,uj,O,白,dí
患,B,n,O,心,huàn
者,E,n,O,耂,zhě
进,B,v,O,辶,jìn
行,E,v,O,行,háng
严,S,a,O,一,yán
"
",S,x,O,UNK,UNK
格,S,j,O,木,gé
的,S,uj,O,白,dí
血,B,n,B-Test,血,xiě
糖,E,n,I-Test,米,táng
控,B,v,O,扌,kòng
制,E,v,O,刂,zhì
会,S,v,O,人,huì
延,B,v,O,廴,yán
缓,E,v,O,纟,huǎn
糖,B,n,B-Disease,米,táng
尿,M,n,I-Disease,尸,niào
病,E,n,I-Disease,疒,bìng
微,B,n,I-Disease,彳,wēi
血,M,n,I-Disease,血,xiě
管,E,n,I-Disease,竹,guǎn
病,B,v,I-Disease,疒,bìng
变,E,v,I-Disease,又,biàn
的,S,uj,O,白,dí
发,B,v,O,又,fā
生,E,v,O,生,shēng
、,S,x,O,UNK,UNK
发,B,vn,O,又,fā
展,E,vn,O,尸,zhǎn
",",S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
"
",S,x,O,UNK,UNK
其,S,r,O,八,qí
后,B,v,O,口,hòu
续,E,v,O,纟,xù
研,B,vn,O,石,yán
究,E,vn,O,穴,jiū
D,B,eng,O,UNK,UNK
C,M,eng,O,UNK,UNK
C,M,eng,O,UNK,UNK
T,E,eng,O,UNK,UNK
-,S,x,O,UNK,UNK
E,B,eng,O,UNK,UNK
D,M,eng,O,UNK,UNK
I,M,eng,O,UNK,UNK
C,E,eng,O,UNK,UNK
(,S,x,O,UNK,UNK
2,B,m,O,UNK,UNK
0,M,m,O,UNK,UNK
0,M,m,O,UNK,UNK
5,E,m,O,UNK,UNK
),S,x,O,UNK,UNK
、,S,x,O,UNK,UNK
U,B,eng,O,UNK,UNK
K,M,eng,O,UNK,UNK
P,M,eng,O,UNK,UNK
D,M,eng,O,UNK,UNK
S,E,eng,O,UNK,UNK
一,S,m,O,一,yī
8,B,m,O,UNK,UNK
0,E,m,O,UNK,UNK
(,S,x,O,UNK,UNK
2,B,m,O,UNK,UNK
0,M,m,O,UNK,UNK
0,M,m,O,UNK,UNK
8,E,m,O,UNK,UNK
),S,x,O,UNK,UNK
还,S,d,O,辶,huán
"
",S,x,O,UNK,UNK
证,B,n,O,讠,zhèng
实,E,n,O,宀,shí
早,B,t,O,日,zǎo
期,E,t,O,月,qī
有,B,a,O,月,yǒu
效,E,a,O,攵,xiào
控,B,v,O,扌,kòng
制,E,v,O,刂,zhì
血,B,n,B-Test,血,xiě
糖,E,n,I-Test,米,táng
对,S,p,O,寸,duì
大,S,n,O,大,dà
血,B,n,O,血,xiě
管,E,n,O,竹,guǎn
也,S,d,O,乙,yě
有,S,v,O,月,yǒu
保,B,v,O,亻,bǎo
护,E,v,O,扌,hù
作,B,v,O,亻,zuò
用,E,v,O,用,yòng
¨,S,x,O,UNK,UNK
引,S,v,O,弓,yǐn
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
"
",S,x,O,UNK,UNK
这,B,r,O,辶,zhè
些,E,r,O,二,xiē
研,B,vn,O,石,yán
究,E,vn,O,穴,jiū
终,B,d,O,纟,zhōng
点,E,d,O,灬,diǎn
的,S,uj,O,白,dí
H,B,eng,B-Test,UNK,UNK
B,M,eng,I-Test,UNK,UNK
A,M,eng,I-Test,UNK,UNK
1,M,eng,I-Test,UNK,UNK
C,E,eng,I-Test,UNK,UNK
 ,S,x,O,UNK,UNK
 ,S,x,O,UNK,UNK
。,S,x,O,UNK,UNK
控,B,v,O,扌,kòng
制,E,v,O,刂,zhì
在,S,p,O,土,zài
7,B,m,B-Test_Value,UNK,UNK
.,M,m,I-Test_Value,UNK,UNK
5,E,m,I-Test_Value,UNK,UNK
%,S,x,I-Test_Value,UNK,UNK
左,B,m,O,工,zuǒ
右,E,m,O,口,yòu
",",S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
那,B,r,O,阝,nà
么,E,r,O,丿,mó
年,B,n,B-Symptom,干,nián
龄,E,n,I-Symptom,齿,líng
较,S,zg,I-Symptom,车,jiào
"
",S,x,I-Symptom,UNK,UNK
大,S,a,I-Symptom,大,dà
、,S,x,O,UNK,UNK
糖,B,n,B-Symptom,米,táng
尿,M,n,I-Symptom,尸,niào
病,E,n,I-Symptom,疒,bìng
病,B,n,I-Symptom,疒,bìng
程,E,n,I-Symptom,禾,chéng
较,S,d,I-Symptom,车,jiào
长,S,a,I-Symptom,长,cháng
、,S,x,O,UNK,UNK
部,B,n,O,阝,bù
分,E,n,O,刀,fēn
已,B,v,O,己,yǐ
有,E,v,O,月,yǒu
心,B,n,B-Disease,心,xīn
血,M,n,I-Disease,血,xiě
管,E,n,I-Disease,竹,guǎn
疾,B,n,I-Disease,疒,jí
病,E,n,I-Disease,疒,bìng
(,S,x,I-Disease,UNK,UNK
C,B,eng,I-Disease,UNK,UNK
V,M,eng,I-Disease,UNK,UNK
D,E,eng,I-Disease,UNK,UNK
),S,x,I-Disease,UNK,UNK
或,S,c,O,戈,huò
"
",S,x,O,UNK,UNK
伴,S,v,O,亻,bàn
C,B,eng,B-Symptom,UNK,UNK
V,M,eng,I-Symptom,UNK,UNK
D,E,eng,I-Symptom,UNK,UNK
极,S,d,I-Symptom,木,jí
高,S,a,I-Symptom,高,gāo
危,S,n,I-Symptom,㔾,wēi
因,B,n,I-Symptom,囗,yīn
素,E,n,I-Symptom,糸,sù
的,S,uj,O,白,dí
糖,B,n,B-Disease,米,táng
尿,M,n,I-Disease,尸,niào
病,E,n,I-Disease,疒,bìng
人,B,n,O,人,rén
群,E,n,O,羊,qún
进,B,d,O,辶,jìn
一,M,d,O,一,yī
步,E,d,O,止,bù
降,B,v,O,阝,jiàng
低,E,v,O,亻,dī
血,B,n,B-Test,血,xiě
糖,E,n,I-Test,米,táng
",",S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
对,S,p,O,寸,duì
"
",S,x,O,UNK,UNK
C,B,eng,B-Disease,UNK,UNK
V,M,eng,I-Disease,UNK,UNK
D,E,eng,I-Disease,UNK,UNK
的,S,uj,O,白,dí
影,B,vn,O,彡,yǐng
响,E,vn,O,口,xiǎng
将,S,d,O,寸,jiāng
会,S,v,O,人,huì
如,B,r,O,女,rú
何,E,r,O,亻,hé
?,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
糖,B,n,O,米,táng
尿,M,n,O,尸,niào
病,E,n,O,疒,bìng
患,B,n,O,心,huàn
者,E,n,O,耂,zhě
心,B,n,O,心,xīn
血,M,n,O,血,xiě
管,E,n,O,竹,guǎn
风,B,n,O,风,fēng
险,E,n,O,阝,xiǎn
干,B,v,O,干,gān
预,E,v,O,页,yù
"
",S,x,O,UNK,UNK
研,B,vn,O,石,yán
究,E,vn,O,穴,jiū
(,S,x,O,UNK,UNK
A,B,eng,O,UNK,UNK
C,M,eng,O,UNK,UNK
C,M,eng,O,UNK,UNK
O,M,eng,O,UNK,UNK
R,M,eng,O,UNK,UNK
D,E,eng,O,UNK,UNK
),S,x,O,UNK,UNK
、,S,x,O,UNK,UNK
退,B,n,O,辶,tuì
伍,M,n,O,亻,wǔ
军,M,n,O,冖,jūn
人,E,n,O,人,rén
糖,B,n,O,米,táng
尿,M,n,O,尸,niào
病,E,n,O,疒,bìng
研,B,vn,O,石,yán
究,E,vn,O,穴,jiū
(,S,x,O,UNK,UNK
V,B,eng,O,UNK,UNK
A,M,eng,O,UNK,UNK
D,M,eng,O,UNK,UNK
T,E,eng,O,UNK,UNK
),S,x,O,UNK,UNK
和,S,c,O,口,hé
糖,S,n,O,米,táng
"
",S,x,O,UNK,UNK
尿,B,n,O,尸,niào
病,E,n,O,疒,bìng
与,S,p,O,一,yǔ
心,B,n,B-Disease,心,xīn
血,M,n,I-Disease,血,xiě
管,E,n,I-Disease,竹,guǎn
疾,B,n,I-Disease,疒,jí
病,E,n,I-Disease,疒,bìng
行,B,vn,O,行,háng
动,E,vn,O,力,dòng
研,B,vn,O,石,yán
究,E,vn,O,穴,jiū
(,S,x,O,UNK,UNK
A,B,eng,O,UNK,UNK
D,M,eng,O,UNK,UNK
V,M,eng,O,UNK,UNK
A,M,eng,O,UNK,UNK
N,M,eng,O,UNK,UNK
C,M,eng,O,UNK,UNK
E,E,eng,O,UNK,UNK
),S,x,O,UNK,UNK
等,S,u,O,竹,děng
对,S,p,O,寸,duì
该,B,r,O,讠,gāi
类,E,r,O,米,lèi
人,S,n,O,人,rén
"
",S,x,O,UNK,UNK
群,S,n,O,羊,qún
平,B,a,O,干,píng
均,E,a,O,土,jūn
5,S,m,O,UNK,UNK
年,S,m,O,干,nián
左,B,m,O,工,zuǒ
右,E,m,O,口,yòu
的,S,uj,O,白,dí
干,B,v,O,干,gān
预,E,v,O,页,yù
",",S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
结,B,n,O,纟,jié
果,M,n,O,木,guǒ
显,M,n,O,日,xiǎn
示,E,n,O,示,shì
强,B,v,O,弓,qiáng
化,E,v,O,亻,huà
降,B,n,O,阝,jiàng
糖,E,n,O,米,táng
治,B,v,O,氵,zhì
疗,E,v,O,疒,liáo
使,S,v,O,亻,shǐ
"
",S,x,O,UNK,UNK
H,B,eng,B-Test,UNK,UNK
B,M,eng,I-Test,UNK,UNK
A,M,eng,I-Test,UNK,UNK
1,M,eng,I-Test,UNK,UNK
C,E,eng,I-Test,UNK,UNK
 ,S,x,O,UNK,UNK
 ,S,x,O,UNK,UNK
。,S,x,O,UNK,UNK
<,S,x,B-Test_Value,UNK,UNK
6,B,m,I-Test_Value,UNK,UNK
.,M,m,I-Test_Value,UNK,UNK
5,E,m,I-Test_Value,UNK,UNK
%,S,x,I-Test_Value,UNK,UNK
",",S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
患,B,n,O,心,huàn
者,E,n,O,耂,zhě
死,B,v,B-Disease,歹,sǐ
亡,E,v,I-Disease,亠,wáng
风,B,n,O,风,fēng
险,E,n,O,阝,xiǎn
和,S,c,O,口,hé
大,S,n,O,大,dà
血,B,n,B-Disease,血,xiě
管,E,n,I-Disease,竹,guǎn
事,B,n,O,亅,shì
件,E,n,O,亻,jiàn
发,B,v,O,又,fā
生,E,v,O,生,shēng
并,S,c,O,干,bìng
无,S,v,O,一,wú
"
",S,x,O,UNK,UNK
进,B,d,O,辶,jìn
一,M,d,O,一,yī
步,E,d,O,止,bù
减,B,v,O,冫,jiǎn
少,E,v,O,小,shǎo
",",S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
A,B,eng,O,UNK,UNK
C,M,eng,O,UNK,UNK
C,M,eng,O,UNK,UNK
O,M,eng,O,UNK,UNK
R,M,eng,O,UNK,UNK
D,E,eng,O,UNK,UNK
甚,B,d,O,甘,shèn
至,E,d,O,至,zhì
表,B,v,O,衣,biǎo
明,E,v,O,日,míng
控,B,v,O,扌,kòng
制,E,v,O,刂,zhì
H,B,eng,B-Test,UNK,UNK
B,M,eng,I-Test,UNK,UNK
A,M,eng,I-Test,UNK,UNK
1,M,eng,I-Test,UNK,UNK
C,E,eng,I-Test,UNK,UNK
 ,S,x,O,UNK,UNK
 ,S,x,O,UNK,UNK
。,S,x,O,UNK,UNK
水,B,n,O,水,shuǐ
平,E,n,O,干,píng
接,B,v,O,扌,jiē
近,E,v,O,辶,jìn
"
",S,x,O,UNK,UNK
正,B,n,O,止,zhèng
常,M,n,O,巾,cháng
值,E,n,O,亻,zhí
(,S,x,O,UNK,UNK
<,S,x,B-Test_Value,UNK,UNK
6,B,m,I-Test_Value,UNK,UNK
.,M,m,I-Test_Value,UNK,UNK
4,E,m,I-Test_Value,UNK,UNK
%,S,x,I-Test_Value,UNK,UNK
),S,x,O,UNK,UNK
会,S,v,O,人,huì
增,B,v,O,土,zēng
加,E,v,O,力,jiā
这,S,r,O,辶,zhè
类,S,q,O,米,lèi
患,B,n,O,心,huàn
者,E,n,O,耂,zhě
死,B,n,O,歹,sǐ
亡,M,n,O,亠,wáng
率,E,n,O,玄,shuài
旧,S,a,O,日,jiù
引,S,v,O,弓,yǐn
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
这,B,r,O,辶,zhè
些,E,r,O,二,xiē
与,S,p,O,一,yǔ
"
",S,x,O,UNK,UNK
理,B,n,O,王,lǐ
论,E,n,O,讠,lùn
或,S,c,O,戈,huò
预,B,vn,O,页,yù
期,E,vn,O,月,qī
不,S,d,O,一,bù
一,B,d,O,一,yī
致,E,d,O,至,zhì
结,B,n,O,纟,jié
果,E,n,O,木,guǒ
产,B,n,O,亠,chǎn
生,E,n,O,生,shēng
的,S,uj,O,白,dí
原,B,n,O,厂,yuán
因,E,n,O,囗,yīn
尚,S,d,O,小,shàng
不,S,d,O,一,bù
确,B,v,O,石,què
定,E,v,O,宀,dìng
",",S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
可,B,v,O,口,kě
能,E,v,O,月,néng
与,S,p,O,一,yǔ
"
",S,x,O,UNK,UNK
入,S,v,O,入,rù
组,S,v,O,纟,zǔ
人,B,n,O,人,rén
群,E,n,O,羊,qún
差,B,n,O,工,chà
异,E,n,O,廾,yì
、,S,x,O,UNK,UNK
低,B,n,B-Symptom,亻,dī
血,M,n,I-Symptom,血,xiě
糖,E,n,I-Symptom,米,táng
、,S,x,O,UNK,UNK
体,B,nr,B-Symptom,亻,tǐ
重,M,nr,I-Symptom,里,zhòng
增,M,nr,I-Symptom,土,zēng
加,E,nr,I-Symptom,力,jiā
、,S,x,O,UNK,UNK
随,B,v,O,阝,suí
访,E,v,O,讠,fǎng
时,B,n,O,日,shí
间,E,n,O,门,jiān
长,B,z,O,长,cháng
短,E,z,O,矢,duǎn
及,S,c,O,又,jí
评,S,v,O,讠,píng
"
",S,x,O,UNK,UNK
估,S,n,O,亻,gū
方,B,n,O,方,fāng
法,E,n,O,氵,fǎ
等,S,u,O,竹,děng
诸,B,m,O,讠,zhū
多,E,m,O,夕,duō
因,B,n,O,囗,yīn
素,E,n,O,糸,sù
有,B,vn,O,月,yǒu
关,E,vn,O,丷,guān
",",S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
但,S,c,O,亻,dàn
过,B,n,O,辶,guò
分,E,n,O,刀,fēn
苛,B,v,O,艹,kē
求,E,v,O,水,qiú
血,B,n,B-Test,血,xiě
糖,E,n,I-Test,米,táng
正,B,vn,O,止,zhèng
常,M,vn,O,巾,cháng
化,E,vn,O,亻,huà
可,B,v,O,口,kě
能,E,v,O,月,néng
"
",S,x,O,UNK,UNK
是,S,v,O,日,shì
主,B,b,O,丶,zhǔ
要,E,b,O,覀,yào
原,B,n,O,厂,yuán
因,E,n,O,囗,yīn
之,B,r,O,丶,zhī
一,E,r,O,一,yī
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
A,B,eng,O,UNK,UNK
C,M,eng,O,UNK,UNK
C,M,eng,O,UNK,UNK
O,M,eng,O,UNK,UNK
R,M,eng,O,UNK,UNK
D,E,eng,O,UNK,UNK
、,S,x,O,UNK,UNK
V,B,eng,O,UNK,UNK
A,M,eng,O,UNK,UNK
D,M,eng,O,UNK,UNK
T,E,eng,O,UNK,UNK
数,B,l,O,攵,shù
据,M,l,O,扌,jù
分,M,l,O,刀,fēn
析,E,l,O,木,xī
提,B,v,O,扌,tí
示,E,v,O,示,shì
对,S,p,O,寸,duì
"
",S,x,O,UNK,UNK
病,B,n,B-Symptom,疒,bìng
程,E,n,I-Symptom,禾,chéng
长,S,a,I-Symptom,长,cháng
、,S,x,O,UNK,UNK
有,S,v,O,月,yǒu
低,B,n,B-Symptom,亻,dī
血,M,n,I-Symptom,血,xiě
糖,E,n,I-Symptom,米,táng
史,S,nr,I-Symptom,口,shǐ
、,S,x,O,UNK,UNK
有,S,v,O,月,yǒu
C,B,eng,B-Symptom,UNK,UNK
V,M,eng,I-Symptom,UNK,UNK
D,E,eng,I-Symptom,UNK,UNK
或,S,c,O,戈,huò
合,B,v,O,口,hé
并,E,v,O,干,bìng
C,B,eng,B-Symptom,UNK,UNK
V,M,eng,I-Symptom,UNK,UNK
D,E,eng,I-Symptom,UNK,UNK
极,S,d,I-Symptom,木,jí
高,S,a,I-Symptom,高,gāo
危,S,n,I-Symptom,㔾,wēi
因,B,n,I-Symptom,囗,yīn
素,E,n,I-Symptom,糸,sù
"
",S,x,O,UNK,UNK
的,S,uj,O,白,dí
患,B,n,O,心,huàn
者,E,n,O,耂,zhě
",",S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
盲,B,n,O,目,máng
目,E,n,O,目,mù
地,S,uv,O,土,dì
进,B,v,O,辶,jìn
行,E,v,O,行,háng
强,B,v,O,弓,qiáng
化,E,v,O,亻,huà
达,B,v,O,辶,dá
标,E,v,O,木,biāo
治,B,v,O,氵,zhì
疗,E,v,O,疒,liáo
",",S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
会,S,v,O,人,huì
明,B,nr,O,日,míng
显,M,nr,O,日,xiǎn
增,M,nr,O,土,zēng
加,E,nr,O,力,jiā
低,B,n,B-Disease,亻,dī
血,M,n,I-Disease,血,xiě
糖,E,n,I-Disease,米,táng
"
",S,x,O,UNK,UNK
和,S,c,O,口,hé
心,B,n,B-Disease,心,xīn
血,M,n,I-Disease,血,xiě
管,E,n,I-Disease,竹,guǎn
事,B,n,I-Disease,亅,shì
件,E,n,I-Disease,亻,jiàn
发,B,v,O,又,fā
生,E,v,O,生,shēng
。,S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
各,S,r,O,口,gè
权,B,nr,O,木,quán
威,E,nr,O,女,wēi
组,B,v,O,纟,zǔ
织,E,v,O,纟,zhī
推,B,v,O,扌,tuī
荐,E,v,O,艹,jiàn
的,S,uj,O,白,dí
血,B,n,B-Test,血,xiě
糖,E,n,I-Test,米,táng
控,B,n,O,扌,kòng
制,M,n,O,刂,zhì
目,M,n,O,目,mù
标,E,n,O,木,biāo
"
",S,x,O,UNK,UNK
H,B,eng,B-Test,UNK,UNK
B,M,eng,I-Test,UNK,UNK
A,M,eng,I-Test,UNK,UNK
1,M,eng,I-Test,UNK,UNK
C,E,eng,I-Test,UNK,UNK
 ,S,x,O,UNK,UNK
 ,S,x,O,UNK,UNK
。,S,x,O,UNK,UNK
的,S,uj,O,白,dí
水,B,n,O,水,shuǐ
平,E,n,O,干,píng
也,S,d,O,乙,yě
不,B,i,O,一,bù
尽,M,i,O,尸,jìn
相,M,i,O,目,xiāng
同,E,i,O,口,tóng
",",S,x,O,UNK,UNK
sep,sep,sep,sep,sep,sep
美,B,ns,O,八,měi
国,E,ns,O,囗,guó
糖,B,n,O,米,táng
尿,M,n,O,尸,niào
病,E,n,O,疒,bìng
协,B,n,O,十,xié
会,E,n,O,人,huì
(,S,x,O,UNK,UNK
A,B,eng,O,UNK,UNK
D,M,eng,O,UNK,UNK
A,E,eng,O,UNK,UNK
),S,x,O,UNK,UNK
认,S,v,O,讠,rèn
"
",S,x,O,UNK,UNK
为,S,p,O,丶,wéi
一,B,a,O,一,yī
般,E,a,O,舟,bān
情,B,n,O,忄,qíng
况,E,n,O,冫,kuàng
下,S,f,O,一,xià
血,B,n,B-Test,血,xiě
糖,E,n,I-Test,米,táng
控,B,v,O,扌,kòng
制,E,v,O,刂,zhì
目,B,n,O,目,mù
标,M,n,O,木,biāo
值,E,n,O,亻,zhí
H,B,eng,B-Test,UNK,UNK
B,M,eng,I-Test,UNK,UNK
A,M,eng,I-Test,UNK,UNK
1,M,eng,I-Test,UNK,UNK
C,E,eng,I-Test,UNK,UNK
 ,S,x,O,UNK,UNK
 ,S,x,O,UNK,UNK
。,S,x,O,UNK,UNK
<,S,x,B-Test_Value,UNK,UNK
7,S,x,I-Test_Value,UNK,UNK
%,S,x,I-Test_Value,UNK,UNK
归,S,v,O,彐,guī
