word,bound,flag,label,radical,pinyin
母,B,nr,O,母,mǔ
义,M,nr,O,丶,yì
明,E,nr,O,日,míng
SPACE,S,x,O,UNK,UNK
纪,B,nr,O,纟,jì
立,E,nr,O,立,lì
农,B,nr,O,冖,nóng
宁,M,nr,O,宀,níng
光,E,nr,O,儿,guāng
李,B,nr,O,木,lǐ
光,M,nr,O,儿,guāng
伟,E,nr,O,亻,wěi
SPACE,S,x,O,UNK,UNK
单,B,nr,O,十,dān
忠,M,nr,O,心,zhōng
艳,E,nr,O,色,yàn
李,B,nr,O,木,lǐ
焱,E,nr,O,火,yàn
孙,B,nr,O,子,sūn
子,E,nr,O,子,zǐ
林,B,nr,O,木,lín
李,M,nr,O,木,lǐ
延,E,nr,O,廴,yán
兵,S,n,O,八,bīng
赵,B,nrfg,O,走,zhào
家,E,nrfg,O,宀,jiā
军,S,n,O,冖,jūn
SPACE,S,x,O,UNK,UNK
王,B,nr,O,王,wáng
卫,M,nr,O,卩,wèi
庆,E,nr,O,广,qìng
SPACE,S,x,O,UNK,UNK
朱,S,nr,O,木,zhū
大,B,nz,O,大,dà
龙,E,nz,O,龙,lóng
SPACE,S,x,O,UNK,UNK
洪,B,t,O,氵,hóng
天,E,t,O,大,tiān
配,S,v,O,酉,pèi
LB,S,x,O,UNK,UNK
童,B,nr,O,立,tóng
南,M,nr,O,十,nán
伟,E,nr,O,亻,wěi
SPACE,S,x,O,UNK,UNK
周,B,nr,O,口,zhōu
智,M,nr,O,日,zhì
广,E,nr,O,广,guǎng
SPACE,S,x,O,UNK,UNK
邹,B,nr,O,阝,zōu
大,M,nr,O,大,dà
进,E,nr,O,辶,jìn
刘,B,nr,O,刂,liú
超,E,nr,O,走,chāo
SPACE,S,x,O,UNK,UNK
李,B,nrfg,O,木,lǐ
强,E,nrfg,O,弓,qiáng
SPACE,S,x,O,UNK,UNK
郭,S,nr,O,阝,guō
立,B,d,O,立,lì
新,E,d,O,斤,xīn
SPACE,S,x,O,UNK,UNK
彭,S,nr,O,彡,péng
永,B,ns,O,水,yǒng
德,E,ns,O,彳,dé
SPACE,S,x,O,UNK,UNK
陈,B,nr,O,阝,chén
璐,M,nr,O,王,lù
璐,E,nr,O,王,lù
SPACE,S,x,O,UNK,UNK
肖,S,nr,O,月,xiāo
新,B,nz,O,斤,xīn
华,E,nz,O,十,huá
SPACE,S,x,O,UNK,UNK
余,B,nr,O,人,yú
学,M,nr,O,子,xué
锋,E,nr,O,钅,fēng
SPACE,S,x,O,UNK,UNK
王,B,vn,O,王,wáng
佑,M,vn,O,亻,yòu
民,E,vn,O,乛,mín
姬,B,nr,O,女,jī
秋,E,nr,O,禾,qiū
和,S,c,O,口,hé
LB,S,x,O,UNK,UNK
李,B,nr,O,木,lǐ
启,M,nr,O,口,qǐ
富,E,nr,O,宀,fù
SPACE,S,x,O,UNK,UNK
李,S,nr,O,木,lǐ
春,B,nr,O,日,chūn
霖,E,nr,O,雨,lín
SPACE,S,x,O,UNK,UNK
李,S,nr,O,木,lǐ
全,B,n,O,入,quán
民,E,n,O,乛,mín
SPACE,S,x,O,UNK,UNK
时,S,n,O,日,shí
立,B,d,O,立,lì
新,E,d,O,斤,xīn
SPACE,S,x,O,UNK,UNK
李,B,nr,O,木,lǐ
益,M,nr,O,皿,yì
明,E,nr,O,日,míng
SPACE,S,x,O,UNK,UNK
石,B,nr,O,石,shí
勇,M,nr,O,力,yǒng
铨,E,nr,O,钅,quán
SPACE,S,x,O,UNK,UNK
翟,B,nr,O,羽,dí
所,M,nr,O,户,suǒ
迪,E,nr,O,辶,dí
SPACE,S,x,O,UNK,UNK
赵,B,nr,O,走,zhào
志,M,nr,O,心,zhì
刚,E,nr,O,刂,gāng
SPACE,S,x,O,UNK,UNK
杨,B,nr,O,木,yáng
婉,M,nr,O,女,wǎn
花,E,nr,O,艹,huā
SPACE,S,x,O,UNK,UNK
纪,B,nr,O,纟,jì
立,M,nr,O,立,lì
伟,E,nr,O,亻,wěi
SPACE,S,x,O,UNK,UNK
赵,B,nr,O,走,zhào
荣,M,nr,O,艹,róng
生,E,nr,O,生,shēng
LB,S,x,O,UNK,UNK
吴,B,nr,O,口,wú
